id,section_id,description,complexity,theme_id,explanation,source,theme_name
510562,14,"Дан куб  ABCDA 1 B 1 C 1 D 1 .Длина ребра куба равна 1. а)  До­ка­жи­те, что объем пи­ра­ми­ды  B 1 AD 1 C 1 B  равен  [IMAGE:  дробь: чис­ли­тель: 1, зна­ме­на­тель: 3 конец дроби . ] б)  Най­ди­те рас­сто­я­ние от се­ре­ди­ны от­рез­ка  BC 1  до плос­ко­сти  AB 1 D 1 .",2,88,не выполнено ранее,content,Расстояние от точки до плоскости
510568,14,"МИОО, 09.12.10, ва­ри­ант 2 Дан куб  ABCDA 1 B 1 C 1 D 1 . а)  До­ка­жи­те, что пря­мые  B 1 D  и  AC  пер­пен­ди­ку­ляр­ны. б)  Най­ди­те угол между плос­ко­стя­ми  AB 1 D 1  и  ACD 1 .",2,93,интерес ученика,content,Угол между плоскостями граней многогранника
510597,14,"Ос­но­ва­ни­ем пря­мой приз­мы  ABCA 1 B 1 C 1  яв­ля­ет­ся рав­но­бед­рен­ный тре­уголь­ник  ABC , где  AB   =   AC   =  5 и  BC   =  8. Вы­со­та приз­мы равна 3. а)  До­ка­жи­те, что тре­уголь­ник  A 1 BC  ост­ро­уголь­ный. б)  Най­ди­те угол между пря­мой  A 1 B  и плос­ко­стью  BCC 1 .",2,94,не выполнено ранее,content,Угол между прямой и плоскостью
510655,14,"В пра­виль­ной четырёхуголь­ной приз­ме  ABCDA 1 B 1 C 1 D 1  сто­ро­на ос­но­ва­ния равна 11, а бо­ко­вое ребро  AA 1   =  7. Точка  K  при­над­ле­жит ребру  B 1 C 1  и делит его в от­но­ше­нии 8 : 3, счи­тая от вер­ши­ны  B 1 . а)  До­ка­жи­те, что точки  A  и  C  рав­но­уда­ле­ны от плос­ко­сти, про­хо­дя­щей через точки  B ,  D  и  K . б)  Най­ди­те пло­щадь се­че­ния этой приз­мы плос­ко­стью, про­хо­дя­щей через точки  B ,  D  и  K .",2,90,интерес ученика,content,Сечения призм
510665,18,"Най­ди­те все зна­че­ния а, при каж­дом из ко­то­рых урав­не­ние  [IMAGE: x в квад­ра­те плюс левая круг­лая скоб­ка 1 минус a пра­вая круг­лая скоб­ка в квад­ра­те =|x минус 1 плюс a| плюс |x минус a плюс 1|] имеет един­ствен­ный ко­рень.",3,135,не выполнено ранее,content,Использование симметрий
510726,14,"В пра­виль­ной четырёхуголь­ной приз­ме  ABCDA 1 B 1 C 1 D 1  сто­ро­на ос­но­ва­ния равна 20, а бо­ко­вое ребро  AA 1   =  7. Точка  M  при­над­ле­жит ребру  A 1 D 1  и делит его в от­но­ше­нии 2 : 3, счи­тая от вер­ши­ны  D 1 . а)  До­ка­жи­те, что точки  A  и  C  рав­но­уда­ле­ны от плос­ко­сти, про­хо­дя­щей через точки  B ,  D  и  M . б)  Най­ди­те пло­щадь се­че­ния этой приз­мы плос­ко­стью, про­хо­дя­щей через точки  B ,  D  и  M .",2,90,интерес ученика,content,Сечения призм
510734,14,"В пря­мо­уголь­ном па­рал­ле­ле­пи­пе­де  ABCDA 1 B 1 C 1 D 1  из­вест­ны рёбра  [IMAGE: AB = 8,]   [IMAGE:  AD = 7]  и  [IMAGE: AA_1 = 5.]  Точка  W  при­над­ле­жит ребру  DD 1  и делит его в от­но­ше­нии 1 : 4, счи­тая от вер­ши­ны  D . а)  До­ка­жи­те, что любая плос­кость, про­хо­дя­щая через  вер­ши­ны  A 1  и  C , делит па­рал­ле­ле­пи­пед на две рав­но­ве­ли­кие фи­гу­ры. б)  Най­ди­те пло­щадь се­че­ния этого па­рал­ле­ле­пи­пе­да плос­ко­стью, про­хо­дя­щей через точки  C ,  W  и  A 1 .",2,91,не выполнено ранее,content,Сечения параллелепипедов
510769,14,"В пра­виль­ную ше­сти­уголь­ную пи­ра­ми­ду, бо­ко­вое ребро ко­то­рой равно 10, а вы­со­та равна 6, впи­са­на сфера. (Сфера ка­са­ет­ся всех гра­ней пи­ра­ми­ды.)  а)  До­ка­жи­те, что су­ще­ству­ет се­че­ние пи­ра­ми­ды, про­хо­дя­щее через её вер­ши­ну и яв­ля­ю­ще­е­ся ту­по­уголь­ным тре­уголь­ни­ком. б)  Най­ди­те пло­щадь впи­сан­ной сферы.",2,99,не выполнено ранее,content,Комбинации фигур
510781,14,"Плос­кость α пе­ре­се­ка­ет два шара, име­ю­щих общий центр. Пло­щадь се­че­ния мень­ше­го шара этой плос­ко­стью равна 8. Плос­кость β, па­рал­лель­ная плос­ко­сти α, ка­са­ет­ся мень­ше­го шара, а пло­щадь се­че­ния этой плос­ко­стью боль­ше­го шара равна 5.  а)  До­ка­жи­те, что пло­щадь по­верх­но­сти мень­ше­го шара не мень­ше, чем 32. б)  Най­ди­те пло­щадь се­че­ния боль­ше­го шара плос­ко­стью α.",2,99,не выполнено ранее,content,Комбинации фигур
510803,14,"Ко­си­нус угла между бо­ко­вой гра­нью и ос­но­ва­ни­ем пра­виль­ной тре­уголь­ной пи­ра­ми­ды равен  [IMAGE:  дробь: чис­ли­тель: ко­рень из: на­ча­ло ар­гу­мен­та: 3 конец ар­гу­мен­та , зна­ме­на­тель: 4 конец дроби . ] а)  До­ка­жи­те, что плос­кий угол при вер­ши­не пи­ра­ми­ды равен  [IMAGE:  арк­ко­си­нус дробь: чис­ли­тель: 7, зна­ме­на­тель: 25 конец дроби . ] б)  Най­ди­те угол между бо­ко­вы­ми гра­ня­ми этой пи­ра­ми­ды.",2,93,интерес ученика,content,Угол между плоскостями граней многогранника
510809,14,"Ко­си­нус угла между бо­ко­вой гра­нью и ос­но­ва­ни­ем пра­виль­ной тре­уголь­ной пи­ра­ми­ды равен  [IMAGE:  дробь: чис­ли­тель: ко­рень из: на­ча­ло ар­гу­мен­та: 6 конец ар­гу­мен­та , зна­ме­на­тель: 6 конец дроби . ] а)  До­ка­жи­те, что вы­со­та пи­ра­ми­ды, про­ве­ден­ная к бо­ко­вой грани, боль­ше чем вы­со­та пи­ра­ми­ды, про­ве­ден­ная к ос­но­ва­нию. б)  Най­ди­те угол между бо­ко­вы­ми гра­ня­ми этой пи­ра­ми­ды.",2,93,интерес ученика,content,Угол между плоскостями граней многогранника
510992,14,"Дана пря­мая тре­уголь­ная приз­ма  ABCA 1 B 1 C 1 , дву­гран­ный угол приз­мы при ребре  AA 1  равен 60° а)  До­ка­жи­те, что угол  BA 1 C 1  боль­ше угла  BAC . б)  Рас­сто­я­ние между бо­ко­вы­ми реб­ра­ми  AA 1  и  BB 1  равно 5, а рас­сто­я­ние между бо­ко­вы­ми реб­ра­ми  AA 1  и  CC 1  равно 8. Най­ди­те рас­сто­я­ние от пря­мой  AA 1  до плос­ко­сти  BC 1 C .",2,86,не выполнено ранее,content,Расстояние между прямыми и плоскостями
511105,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  левая круг­лая скоб­ка 49 в сте­пе­ни левая круг­лая скоб­ка ко­си­нус x пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка в сте­пе­ни с инус x} = 7 в сте­пе­ни левая круг­лая скоб­ка ко­рень из: на­ча­ло ар­гу­мен­та: 2 конец ар­гу­мен­та ко­си­нус x пра­вая круг­лая скоб­ка .] б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка дробь: чис­ли­тель: 5 Пи , зна­ме­на­тель: 2 конец дроби ; 4 Пи пра­вая квад­рат­ная скоб­ка . ]",4,84,не выполнено ранее,content,Тригонометрия и показательные выражения
511110,18,"Най­ди­те все зна­че­ния па­ра­мет­ра  a , при ко­то­рых любое число из от­рез­ка 2 ≤  x  ≤ 3 яв­ля­ет­ся ре­ше­ни­ем урав­не­ния  [IMAGE: |x минус a минус 2| плюс |x плюс a плюс 3|=2a плюс 5.]",3,130,не выполнено ранее,content,"Уравнения с параметром, содержащие модуль"
511111,19,"Пусть  q   — наи­мень­шее общее крат­ное, а  d   — наи­боль­ший общий де­ли­тель на­ту­раль­ных чисел  x  и  y , удо­вле­тво­ря­ю­щих ра­вен­ству 3 x  = 8 y  − 29. а)  Может ли  [IMAGE:  дробь: чис­ли­тель: q, зна­ме­на­тель: d конец дроби ]  быть рав­ным 170? б)  Может ли  [IMAGE:  дробь: чис­ли­тель: q, зна­ме­на­тель: d конец дроби ]  быть рав­ным 2? в)  Най­ди­те наи­мень­шее зна­че­ние  [IMAGE:  дробь: чис­ли­тель: q, зна­ме­на­тель: d конец дроби .]",1,143,не выполнено ранее,content,Числа и их свойства
511160,14,"Шар ка­са­ет­ся ос­но­ва­ния  АВС  пра­виль­ной тре­уголь­ной пи­ра­ми­ды  SABC  в точке  В  и ее бо­ко­во­го ребра  SA . а)  До­ка­жи­те, что центр шара лежит в плос­ко­сти, пер­пен­ди­ку­ляр­ной ребру  AC [IMAGE: ,]  и про­хо­дя­щей через его се­ре­ди­ну. б)  Най­ди­те ра­ди­ус шара, если сто­ро­на ос­но­ва­ния пи­ра­ми­ды равна 3, а бо­ко­вое ребро равно 4.",2,98,не выполнено ранее,content,"Круглые тела: цилиндр, конус, шар"
511220,16,"1 марта 2010 года Ар­ка­дий взял в банке кре­дит под 10% го­до­вых. Схема вы­пла­ты кре­ди­та сле­ду­ю­щая: 1 марта каж­до­го сле­ду­ю­ще­го года банк на­чис­ля­ет про­цен­ты на остав­шу­ю­ся сумму долга (то есть уве­ли­чи­ва­ет долг на 10%), затем Ар­ка­дий пе­ре­во­дит в банк пла­теж. Весь долг Ар­ка­дий вы­пла­тил за 3 пла­те­жа, при­чем вто­рой пла­теж ока­зал­ся в два раза боль­ше пер­во­го, а тре­тий – в три раза боль­ше пер­во­го. Сколь­ко руб­лей взял в кре­дит Ар­ка­дий, если за три года он вы­пла­тил банку 2 395 800 руб­лей?",2,116,не выполнено ранее,content,Кредиты
511227,16,"В рас­по­ря­же­нии на­чаль­ни­ка име­ет­ся бри­га­да ра­бо­чих в со­ста­ве 24 че­ло­век. Их нужно рас­пре­де­лить на день на два объ­ек­та. Если на пер­вом объ­ек­те ра­бо­та­ет  t  че­ло­век, то их су­точ­ная зар­пла­та со­став­ля­ет 4 t 2  у. е. Если на вто­ром объ­ек­те ра­бо­та­ет  t  че­ло­век, то их су­точ­ная зар­пла­та со­став­ля­ет  t 2  у. е. Как нужно рас­пре­де­лить на эти объ­ек­ты бри­га­ду ра­бо­чих, чтобы вы­пла­ты на их су­точ­ную зар­пла­ту ока­за­лись наи­мень­ши­ми? Сколь­ко у. е. в этом слу­чае при­дет­ся за­пла­тить ра­бо­чим?",2,117,не выполнено ранее,content,Задачи на оптимальный выбор
511234,16,"Два ве­ло­си­пе­ди­ста рав­но­мер­но дви­жут­ся по вза­им­но пер­пен­ди­ку­ляр­ным до­ро­гам по на­прав­ле­нию к пе­ре­крест­ку этих дорог. Один из них дви­жет­ся со ско­ро­стью 40 км/ч и на­хо­дит­ся на рас­сто­я­нии 5 км от пе­ре­крест­ка, вто­рой дви­жет­ся со ско­ро­стью 30 км/ч и на­хо­дит­ся на рас­сто­я­нии 3 км от пе­ре­крест­ка. Через сколь­ко минут рас­сто­я­ние между ве­ло­си­пе­ди­ста­ми ста­нет наи­мень­шим? Ка­ко­во будет это наи­мень­шее рас­сто­я­ние?   Счи­тай­те, что пе­ре­кре­сток не T-об­раз­ный, обе до­ро­ги про­дол­жа­ют­ся за пе­ре­крест­ком.",2,117,не выполнено ранее,content,Задачи на оптимальный выбор
511255,16,"Миша и Маша по­ло­жи­ли в один и тот же банк оди­на­ко­вые суммы под 10% го­до­вых. Через год сразу после на­чис­ле­ния про­цен­тов Миша снял со сво­е­го счета 5000 руб­лей, а еще через год снова внес 5000 руб­лей. Маша, на­о­бо­рот, через год до­ло­жи­ла на свой счет 5000 руб­лей, а еще через год сразу после на­чис­ле­ния про­цен­тов сняла со счета 5000 руб­лей. Кто через три года со вре­ме­ни пер­во­на­чаль­но­го вло­же­ния по­лу­чит боль­шую сумму и на сколь­ко руб­лей?",2,115,не выполнено ранее,content,Вклады
511283,16,"В июле пла­ни­ру­ет­ся взять кре­дит в банке на не­ко­то­рую сумму. Усло­вия его воз­вра­та та­ко­вы:   — каж­дый ян­варь долг воз­рас­та­ет на 31% по срав­не­нию с кон­цом преды­ду­ще­го года;   — с фев­ра­ля по июнь каж­до­го года не­об­хо­ди­мо вы­пла­тить часть долга, рав­ную 69 690 821 рубль. Сколь­ко руб­лей было взято в банке, если из­вест­но, что он был пол­но­стью по­га­шен тремя рав­ны­ми пла­те­жа­ми ( то есть за три года)?",2,116,не выполнено ранее,content,Кредиты
511560,15,"Ре­ши­те не­ра­вен­ство:  [IMAGE:  дробь: чис­ли­тель: x в квад­ра­те плюс 2x минус 4, зна­ме­на­тель: x плюс 3 конец дроби плюс дробь: чис­ли­тель: x в квад­ра­те плюс 5x плюс 3, зна­ме­на­тель: x плюс 5 конец дроби мень­ше или равно 2x минус 1. ]",3,101,не выполнено ранее,content,Рациональные неравенства
511831,15,Ре­ши­те не­ра­вен­ство  [IMAGE: \left| 6 минус 7 в сте­пе­ни левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка | мень­ше или равно левая круг­лая скоб­ка 7 в сте­пе­ни левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка минус 6 пра­вая круг­лая скоб­ка умно­жить на \log _6 левая круг­лая скоб­ка x плюс 1 пра­вая круг­лая скоб­ка .],3,114,не выполнено ранее,content,Другие неравенства смешанного типа
511880,16,"Близ­не­цы Саша и Паша по­ло­жи­ли в банк по 50 000  руб­лей на три года под 10% го­до­вых Од­на­ко через год и Саша, и Паша сняли со своих сче­тов со­от­вет­ствен­но 10% и 20% име­ю­щих­ся денег. Еще через год каж­дый из них снял со сво­е­го счета со­от­вет­ствен­но 20 000 руб­лей и 15 000 руб­лей. У кого из бра­тьев к концу тре­тье­го года на счету ока­жет­ся боль­шая сумма денег? На сколь­ко руб­лей?",2,115,не выполнено ранее,content,Вклады
511887,16,"Алек­сей вышел из дома на про­гул­ку со ско­ро­стью υ км/ч. После того, как он про­шел 6 км, из дома сле­дом за ним вы­бе­жа­ла со­ба­ка Жучка, ско­рость ко­то­рой была на 9 км/ч боль­ше ско­ро­сти Алек­сея. Когда Жучка до­гна­ла хо­зя­и­на, они по­вер­ну­ли назад и вме­сте воз­вра­ти­лись домой со ско­ро­стью 4 км/ч. Най­ди­те зна­че­ние  υ ,  при ко­то­ром время про­гул­ки Алек­сея ока­жет­ся наи­мень­шим. Сколь­ко при этом со­ста­вит время его про­гул­ки?",2,117,не выполнено ранее,content,Задачи на оптимальный выбор
511894,16,"В бас­сейн про­ве­де­ны три трубы. Пер­вая труба на­ли­ва­ет 30 м 3  воды в час. Вто­рая труба на­ли­ва­ет в час на 3 V  м 3  мень­ше, чем пер­вая (0 <  V  < 10), а тре­тья труба на­ли­ва­ет в час на 10 V  м 3  боль­ше пер­вой. Сна­ча­ла пер­вая и вто­рая трубы, ра­бо­тая вме­сте, на­ли­ва­ют 30% бас­сей­на, а затем все три трубы, ра­бо­тая вме­сте, на­ли­ва­ют остав­ши­е­ся 0,7 бас­сей­на. При каком зна­че­нии  V  бас­сейн быст­рее всего на­пол­нит­ся ука­зан­ным спо­со­бом?",2,117,не выполнено ранее,content,Задачи на оптимальный выбор
511919,16,"Са­до­вод при­вез на рынок 91 кг яблок, ко­то­рые после транс­пор­ти­ров­ки раз­де­лил на три сорта. Яб­ло­ки пер­во­го сорта он про­да­вал по 40 руб., вто­ро­го сорта – по 30 руб., тре­тье­го сорта – по 20 руб. за ки­ло­грамм. Вы­руч­ка от про­да­жи всех яблок со­ста­ви­ла 2170 руб. Из­вест­но, что масса яблок 2-го сорта мень­ше массы яблок 3-го сорта на столь­ко же про­цен­тов, на сколь­ко про­цен­тов масса яблок 1-го сорта мень­ше массы яблок 2-го сорта. Сколь­ко ки­ло­грам­мов яблок вто­ро­го сорта про­дал са­до­вод?",2,118,не выполнено ранее,content,Разные задачи
512335,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  левая круг­лая скоб­ка тан­генс в квад­ра­те x минус 1 пра­вая круг­лая скоб­ка ко­рень из: на­ча­ло ар­гу­мен­та: 13 ко­си­нус x конец ар­гу­мен­та =0.]   б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка минус 3 Пи ; минус дробь: чис­ли­тель: 3 Пи , зна­ме­на­тель: 2 конец дроби пра­вая квад­рат­ная скоб­ка . ]",4,82,не выполнено ранее,content,Тригонометрия и иррациональности
512340,18,"Най­ди­те все це­ло­чис­лен­ные зна­че­ния па­ра­мет­ра  а , при каж­дом из ко­то­рых си­сте­ма  [IMAGE:  си­сте­ма вы­ра­же­ний ко­рень из: на­ча­ло ар­гу­мен­та: левая круг­лая скоб­ка x минус 1 пра­вая круг­лая скоб­ка в квад­ра­те плюс левая круг­лая скоб­ка y минус a пра­вая круг­лая скоб­ка в квад­ра­те конец ар­гу­мен­та плюс ко­рень из: на­ча­ло ар­гу­мен­та: левая круг­лая скоб­ка x минус 5 пра­вая круг­лая скоб­ка в квад­ра­те плюс левая круг­лая скоб­ка y минус a пра­вая круг­лая скоб­ка в квад­ра­те конец ар­гу­мен­та =4,x в квад­ра­те минус |a плюс 1|x минус 2a в квад­ра­те =3 конец си­сте­мы . ] имеет един­ствен­ное ре­ше­ние.",3,141,не выполнено ранее,content,Расстояние между точками
512356,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  левая круг­лая скоб­ка 2 ко­си­нус в квад­ра­те x плюс синус x минус 2 пра­вая круг­лая скоб­ка ко­рень из: на­ча­ло ар­гу­мен­та: 5 тан­генс x конец ар­гу­мен­та =0.]   б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка Пи ; дробь: чис­ли­тель: 5 Пи , зна­ме­на­тель: 2 конец дроби пра­вая квад­рат­ная скоб­ка . ]",4,82,не выполнено ранее,content,Тригонометрия и иррациональности
512359,17,"В тре­уголь­ник  ABC  впи­са­на окруж­ность ра­ди­у­са  R , ка­са­ю­ща­я­ся сто­ро­ны  AC  в точке  M  , причём  AM   =  2 R  и  CM   =  3 R . а)  До­ка­жи­те, что тре­уголь­ник  ABC  пря­мо­уголь­ный. б)  Най­ди­те рас­сто­я­ние между цен­тра­ми его впи­сан­ной и опи­сан­ной окруж­но­стей, если из­вест­но, что  R   =  2 .",3,122,не выполнено ранее,content,Вписанные окружности и треугольники
512382,18,"Най­ди­те все це­ло­чис­лен­ные зна­че­ния па­ра­мет­ра  а , при каж­дом из ко­то­рых си­сте­ма  [IMAGE:  си­сте­ма вы­ра­же­ний ко­рень из: на­ча­ло ар­гу­мен­та: левая круг­лая скоб­ка x минус 2 пра­вая круг­лая скоб­ка в квад­ра­те плюс левая круг­лая скоб­ка y минус a пра­вая круг­лая скоб­ка в квад­ра­те конец ар­гу­мен­та плюс ко­рень из: на­ча­ло ар­гу­мен­та: левая круг­лая скоб­ка x минус 5 пра­вая круг­лая скоб­ка в квад­ра­те плюс левая круг­лая скоб­ка y минус a пра­вая круг­лая скоб­ка в квад­ра­те конец ар­гу­мен­та =3,x в квад­ра­те минус |a плюс 2|x минус 3a в квад­ра­те =5 конец си­сте­мы . ] имеет един­ствен­ное ре­ше­ние.",3,141,не выполнено ранее,content,Расстояние между точками
512434,16,Ва­си­лий кла­дет в банк 1 000 000 руб­лей под 10% го­до­вых на 4 года (про­цен­ты на­чис­ля­ют­ся один раз после ис­те­че­ния года) с пра­вом до­кла­ды­вать три раза (в конце каж­до­го года после на­чис­ле­ния про­цен­тов) на счет фик­си­ро­ван­ную сумму 133 000 руб­лей. Какая мак­си­маль­ная сумма может быть на счете у Ва­си­лия через 4 года?,2,115,не выполнено ранее,content,Вклады
512462,16,"Ана­то­лий решил взять кре­дит в банке 331000 руб­лей на 3 ме­ся­ца под 10% в месяц. Су­ще­ству­ют две схемы вы­пла­ты кре­ди­та.  По пер­вой схеме банк в конце каж­до­го ме­ся­ца на­чис­ля­ет про­цен­ты на остав­шу­ю­ся сумму долга (то есть уве­ли­чи­ва­ет долг на 10%), затем Ана­то­лий пе­ре­во­дит в банк фик­си­ро­ван­ную сумму и в ре­зуль­та­те вы­пла­чи­ва­ет весь долг тремя рав­ны­ми пла­те­жа­ми (ан­ну­и­тет­ные пла­те­жи).  По вто­рой схеме тоже сумма долга в конце каж­до­го ме­ся­ца уве­ли­чи­ва­ет­ся на 10%, а затем умень­ша­ет­ся на сумму, упла­чен­ную Ана­то­ли­ем. Суммы, вы­пла­чи­ва­е­мые в конце каж­до­го ме­ся­ца, под­би­ра­ют­ся так, чтобы в ре­зуль­та­те сумма долга каж­дый месяц умень­ша­лась рав­но­мер­но, то есть на одну и ту же ве­ли­чи­ну (диф­фе­рен­ци­ро­ван­ные пла­те­жи). Какую схему вы­год­нее вы­брать Ана­то­лию? Сколь­ко руб­лей будет со­став­лять эта вы­го­да?",2,116,не выполнено ранее,content,Кредиты
512463,18,"Най­ди­те все  а , при каж­дом из ко­то­рых урав­не­ние  [IMAGE:  ко­рень из: на­ча­ло ар­гу­мен­та: 2x конец ар­гу­мен­та в квад­ра­те плюс ax плюс 2a плюс 10=x минус 1]  не имеет дей­стви­тель­ных кор­ней.",3,134,не выполнено ранее,content,Расположение корней квадратного трехчлена
512818,18,"Най­ди­те все зна­че­ния  a , при каж­дом из ко­то­рых урав­не­ние  [IMAGE: a в квад­ра­те плюс 9|x минус 3| плюс 3 ко­рень из: на­ча­ло ар­гу­мен­та: x в квад­ра­те минус 6x плюс 13 конец ар­гу­мен­та =4a плюс 2|x минус 2a минус 3|] имеет хотя бы один ко­рень.",3,136,не выполнено ранее,content,"Использование монотонности, оценок"
512819,18,"Най­ди­те все зна­че­ния  a , при каж­дом из ко­то­рых урав­не­ние  [IMAGE: a в квад­ра­те плюс 13|x| плюс 5 ко­рень из: на­ча­ло ар­гу­мен­та: 4x в квад­ра­те плюс 9 конец ар­гу­мен­та =3a плюс 3|4x минус 3a|] имеет хотя бы один ко­рень.",3,136,не выполнено ранее,content,"Использование монотонности, оценок"
512871,14,"Вы­со­та ци­лин­дра равна 5, а ра­ди­ус ос­но­ва­ния 10.  а)  До­ка­жи­те, что пло­щадь бо­ко­вой по­верх­но­сти ци­лин­дра равна пло­ща­ди его ос­но­ва­ния. б)  Най­ди­те пло­щадь се­че­ния ци­лин­дра плос­ко­стью, про­хо­дя­щей па­рал­лель­но оси ци­лин­дра на рас­сто­я­нии 6 от неё.",2,98,не выполнено ранее,content,"Круглые тела: цилиндр, конус, шар"
512875,18,"Най­ди­те все зна­че­ния  a , при каж­дом из ко­то­рых урав­не­ние  [IMAGE: |x в квад­ра­те минус 2ax плюс 7|=|6a минус x в квад­ра­те минус 2x минус 1|] имеет более двух кор­ней.",3,130,не выполнено ранее,content,"Уравнения с параметром, содержащие модуль"
512886,18,"Най­ди­те все зна­че­ния  a , при ко­то­рых урав­не­ние  [IMAGE:  дробь: чис­ли­тель: 5a, зна­ме­на­тель: a минус 3 конец дроби умно­жить на 7 в сте­пе­ни левая круг­лая скоб­ка |x| пра­вая круг­лая скоб­ка =49 в сте­пе­ни левая круг­лая скоб­ка |x| пра­вая круг­лая скоб­ка плюс дробь: чис­ли­тель: 6a плюс 7, зна­ме­на­тель: a минус 3 конец дроби ] имеет ровно два раз­лич­ных корня.",3,134,не выполнено ранее,content,Расположение корней квадратного трехчлена
512892,18,"Най­ди­те все зна­че­ния  a , при ко­то­рых урав­не­ние  [IMAGE:  дробь: чис­ли­тель: 4a, зна­ме­на­тель: a минус 6 конец дроби умно­жить на 3 в сте­пе­ни левая круг­лая скоб­ка |x| пра­вая круг­лая скоб­ка =9 в сте­пе­ни левая круг­лая скоб­ка |x| пра­вая круг­лая скоб­ка плюс дробь: чис­ли­тель: 3a плюс 4, зна­ме­на­тель: a минус 6 конец дроби ] имеет ровно два раз­лич­ных корня.",3,134,не выполнено ранее,content,Расположение корней квадратного трехчлена
512996,18,"Най­ди­те все зна­че­ния  a , при каж­дом из ко­то­рых урав­не­ние  [IMAGE: 64x в сте­пе­ни 6 минус левая круг­лая скоб­ка 3x плюс a пра­вая круг­лая скоб­ка в кубе плюс 4x в квад­ра­те минус 3x=a] имеет более од­но­го корня.",3,136,не выполнено ранее,content,"Использование монотонности, оценок"
512998,14,"Дана пра­виль­ная приз­ма  ABCA 1 B 1 C 1 , у ко­то­рой сто­ро­на ос­но­ва­ния  AB   =  4, а бо­ко­вое ребро  AA 1   =  9. Точка  M   — се­ре­ди­на ребра  AC , а на ребре  AA 1  взята точка  T  так, что  AT   =  5. а)  До­ка­жи­те, что плос­кость  BB 1 M  делит от­ре­зок  C 1 T  по­по­лам. б)  Плос­кость  BTC 1  делит от­ре­зок  MB 1  на две части. Най­ди­те длину мень­шей из них.",2,90,интерес ученика,content,Сечения призм
513097,14,"В ос­но­ва­нии четырёхуголь­ной пи­ра­ми­ды  SABCD  лежит пря­мо­уголь­ник  ABCD  со сто­ро­на­ми  AB   =  12 и  [IMAGE: BC=5 ко­рень из 3 .]  Длины бо­ко­вых рёбер пи­ра­ми­ды  SA   =  5,  SB   =  13,  SD   =  10. а)  До­ка­жи­те, что  SA   — вы­со­та пи­ра­ми­ды. б)  Най­ди­те рас­сто­я­ние от вер­ши­ны  A  до плос­ко­сти  SBC .",2,88,не выполнено ранее,content,Расстояние от точки до плоскости
513098,14,"В ос­но­ва­нии четырёхуголь­ной пи­ра­ми­ды  SABCD  лежит пря­мо­уголь­ник  ABCD  со сто­ро­на­ми  AB   =  4 и  BC   =  3. Длины бо­ко­вых рёбер пи­ра­ми­ды  [IMAGE: SA= ко­рень из: на­ча­ло ар­гу­мен­та: 11 конец ар­гу­мен­та ,SB=3 ко­рень из 3 ,SD=2 ко­рень из 5 .] а)  До­ка­жи­те, что  SA   — вы­со­та пи­ра­ми­ды. б)  Най­ди­те угол между пря­мой  SC  и плос­ко­стью  ASB .",2,94,не выполнено ранее,content,Угол между прямой и плоскостью
513103,17,"Точка  B  лежит на от­рез­ке  AC . Пря­мая, про­хо­дя­щая через точку  A , ка­са­ет­ся окруж­но­сти с диа­мет­ром  BC  в точке  M  и вто­рой раз пе­ре­се­ка­ет окруж­ность с диа­мет­ром  AB  в точке  K . Про­дол­же­ние от­рез­ка  MB  пе­ре­се­ка­ет окруж­ность с диа­мет­ром  AB  в точке  D . а)  До­ка­жи­те, что пря­мые  AD  и  MC  па­рал­лель­ны. б)  Най­ди­те пло­щадь тре­уголь­ни­ка  DBC , если  AK   =  3 и  MK   =  12.",1,121,не выполнено ранее,content,Окружности и системы окружностей
513111,18,"Най­ди­те все зна­че­ния  a , при каж­дом из ко­то­рых си­сте­ма  [IMAGE:  си­сте­ма вы­ра­же­ний yx в квад­ра­те плюс y в квад­ра­те =2y плюс 63 минус 7x в квад­ра­те ,x\geqslant минус 3,x плюс y=a конец си­сте­мы . ] имеет ровно два раз­лич­ных ре­ше­ния.",3,133,не выполнено ранее,content,Системы с параметром
